"PSIZE","S","Births","I","NI","L","R","new_I","new_NI","new_I_react","new_NI_react","Sv","Lv","Rv","TBItot","TBI0-14","TBI15-54","TBI55-64","TBI65+","TBI55+","TBI<55","TBNtot","TBN0-14","TBN15-54","TBN55-64","TBN65+","TBN55+","TBN<55","TBMtot","TBM0-14","TBM15-54","TBM55-64","TBM65+","TBM15-59","TBM60+","TBM55+","TBM<55","TBPtot","TBP0-14","TBP15-29","TBP30-44","TBP45-59","TBP60+","TBP55+","TBPbtot","TBPb0-14","TBPb15-29","TBPb30-44","TBPb45-59","TBPb60+","TBPb55+","TBPItot","TBPI0-14","TBPI15-54","TBPI55-64","TBPI65+","TBPI55+","TBPI5-9","TBPI10-19","TBPI20-29","TBPI30-39","TBPI40-49","TBPI50-59","TBPI60-69","TBPI70+","YearPsizetot","YearPsize0-14","YearPsize15-54","YearPsize55-64","YearPsize65+","YearPsize15-59","YearPsize15-29","YearPsize30-44","YearPsize45-59","YearPsize60+","YearPsize55+","YearPsize5-9","YearPsize10-19","YearPsize20-29","YearPsize30-39","YearPsize40-49","YearPsize50-59","YearPsize60-69","YearPsize70+","YearPsize55-74","YearPsize75+","YearPsize15-24","YearPsize25-54","TBI15-24","TBI25-54","TBM15-24","TBM25-54","TBPb15+","YearPsize15plus","TBRatot","TBRa0-14","TBRa15-54","TBRa55-64","TBRa65+","TBRitot","TBRi0-14","TBRi15-54","TBRi55-64","TBRi65+","TBPb30-59","Iv","NIv","new_Iv","new_NIv","new_Iv_noconv","new_notifv","type","VE_I","VE_D","dur","count"
1298494.30376787,208243.252362548,27202,10207.298486772,9193.49505145529,955507.212027707,115343.045839388,1268.02586385272,560.652112901706,307.386329557524,200.100495733963,0,0,0,185.169794214087,43.6782759022748,225.668661295067,336.806277524858,411.536870833029,371.735734928217,157.000699549438,103.172418753257,21.1671399420087,139.949523017972,164.278238838775,147.49026347879,156.431454218625,95.1309787882285,11.2099420743864,9.55669920655203,6.87514341669772,12.2775960537953,57.0799310029836,7.11976405464797,42.9804568277852,33.2184340814733,7.88693846289788,720.923210612412,148.587830097768,648.789282095209,901.397707852252,976.768192629776,2215.01456025972,1900.23907913626,410.609668040561,28.5682793578253,350.853302530194,545.639414635662,597.18067344789,1386.82894275683,1188.4358421426,66.8914695518002,36.5798272783754,81.9410243295608,81.1113665847815,79.9629288907382,80.5746507548403,10.2155384201379,83.34821200108,81.9852401894877,81.3802241065264,81.3819450938196,81.3192829336477,80.7470130349265,79.5886154444122,1325038.82732488,434373.948400029,716845.343163437,92575.4053259324,81244.1304354797,769052.517153533,338321.635296374,250605.58933714,180125.292520019,121612.361771315,173819.535761412,126929.987007264,292336.174485057,217941.387176218,174106.670505662,144732.190178764,111892.021172733,73273.20256324,48339.159208075,148845.712147534,24973.8236138784,231541.689337668,485303.653825768,185.160903229884,244.995189458939,4.49736610103269,8.00959722143979,596.929832202274,890664.878924849,43.2604271374214,66.0518619642974,34.6128810348991,51.2646722719208,64.7027200106348,56.7395728625786,33.9481380357026,65.3871189651009,48.7353277280792,35.2972799893652,567.193207761369,0,0,0,0,0,0,0,0,0,0,0
1288043.70507127,204719.339558595,26868.894565827,9498.3010789441,8415.2110098805,949176.699791488,116234.153632365,1222.46405874713,538.595885266856,317.758065964395,197.950282532615,0,0,0,175.050407468885,38.5787676467029,210.890496505995,322.446995267073,405.314801379469,361.318150814737,146.579397643233,97.0648048323006,18.600540664593,130.560522077162,156.954703828825,144.909947610518,151.30481861453,88.7742230192702,9.79127784505989,7.13570633367129,6.0272519047016,11.15360036256,54.9776030100987,6.26309914364433,41.0707154343323,31.7103123542255,6.44095515542197,646.646147556383,115.390089327428,555.317688846042,804.026350082728,874.967382157788,2089.35064728066,1782.25454011536,373.366464317505,19.2176112518251,298.939126297007,491.938209365875,540.75431695982,1322.50059478611,1126.92481882768,65.5580091909017,31.7143165424267,82.0458740148578,81.1493033094976,79.9504155317616,80.5870059393784,8.78780085689837,77.7991251228958,82.2224074783339,81.4189244333222,81.4209715407598,81.3579392080835,80.7757537656485,79.5806604378147,1331064.54231966,430920.773706562,723665.368216065,93696.9237964377,82781.4766005942,776026.995810441,342245.945875788,252592.675525831,181188.374408821,124116.772802656,176478.400397032,127562.855458939,291949.668238342,217510.626919135,176957.793856628,144627.478233129,112195.777844896,73973.7443756775,50143.0284269786,150346.092372798,26132.3080242342,235146.945858227,488518.422357838,171.875479090157,229.670263589619,3.70457921279915,7.14526376409695,542.906156855165,900143.768613097,45.5334711228572,63.644076285108,37.2416769272117,54.1232262361837,66.5408448657664,54.4665288771428,36.355923714892,62.7583230727883,45.8767737638163,33.4591551342336,512.328475794631,0,0,0,0,0,0,0,0,0,0,0
1305084.30547109,228735.539301611,27340,8856.20374649045,7719.20164968466,942818.647031156,116954.713742143,1163.11572055582,516.601390952479,317.182059053867,197.925991079176,0,0,0,166.406941530219,33.3489260471299,198.280329746294,310.339379909533,400.009968919458,352.510656793691,137.651915306082,91.9065354771411,16.0144872796275,122.560823005569,150.790884963179,142.721545878723,146.995946884149,83.3946287296689,8.67727787900477,5.37049538585323,5.31767981940633,10.214588947053,52.9125979337333,5.54290835445815,39.2236824635094,30.2950811046352,5.33709470328907,585.332065877574,89.4112812935477,479.59756685784,722.021853963823,788.964658598681,1975.36652224834,1678.0670344994,342.42223628225,12.9314059729463,256.394137828135,445.994100833519,492.293566229626,1262.6731842608,1071.51909683664,64.2318500512569,26.5427985692817,82.1412344635611,81.1798086198983,79.9395357261172,80.5965898080993,7.69154774309165,72.0672390339808,82.4686351767441,81.4497168745914,81.4534670264454,81.3904476689386,80.8035785008231,79.5717640139845,1336969.54796134,425692.880242669,732347.040995907,94780.6218526213,84149.0048701433,784677.689744836,347802.032115771,254761.414496154,182114.243132911,126598.977973836,178929.626722765,128208.047588838,291423.123175365,217075.461323298,180132.539699246,144365.953323403,112377.164606416,74748.2125281282,51850.7654457076,151723.889498314,27205.7372244505,240739.946357305,491607.094638602,160.859754967187,216.605181570503,3.10853767283872,6.39949651338898,496.340256502227,911276.667718672,47.5827094061785,59.8193413936338,39.7469633825614,56.7544011786593,68.2103373377754,52.4172905938215,40.1806586063662,60.2530366174386,43.2455988213407,31.7896626622246,465.2943112042,0,0,0,0,0,0,0,0,0,0,0
1294527.86864053,225348.65930632,27039.5593643853,8287.27760895891,7100.5257435095,936300.147400611,117491.258581132,1123.57604341607,496.381592679456,327.111946269248,195.371296895572,0,0,0,159.010416566478,27.8605388170792,187.450230436349,300.093681391532,395.404025914783,345.070897949887,129.983019718657,87.5458241392287,13.3344572252871,115.701011243855,145.588482538104,140.849085128177,143.351947724085,78.8394804611315,7.77985383200695,4.02137627182223,4.72318430589486,9.42698113808293,50.8877499191734,4.93688662165397,37.5167082561205,28.9924331933746,4.47046779414398,534.464739584856,67.8807869118338,418.589824105434,652.88219550977,716.570254257237,1873.38270758252,1586.2149774736,316.654669504061,8.57291640951837,221.72135913946,406.691140433731,450.915542258119,1208.03960164577,1021.78571029804,62.9138762662389,20.9257056745074,82.2290249607429,81.2048254308252,79.9315140482083,80.6040170686807,6.83398131127019,66.1713635302136,82.7230699458494,81.4730933868032,81.4805366289551,81.417709674631,80.8295331349723,79.5597297442346,1342756.440756,418264.236338641,743279.183970482,95698.092297139,85514.9281497427,795567.687364498,355611.347535114,257128.462160256,182827.877669128,128924.517052865,181213.020446882,128856.390547864,290496.071757378,217101.938986759,183183.629405131,144128.414276346,112644.296147907,75577.3772616547,53347.1397912104,152967.474964698,28245.5454821834,248913.157888001,494366.02608248,151.737305711411,205.431678193073,2.65994534397702,5.76202455460331,456.038840157148,924492.204417363,49.4045149981371,53.5613939095317,42.1154969403174,59.155873542184,69.7245277773529,50.5954850018629,46.4386060904683,57.8845030596826,40.844126457816,30.2754722226471,425.068994767812,0,0,0,0,0,0,0,0,0,0,0
1311604.76757907,249605.11342734,27478,7769.21958486539,6545.99155279602,929787.47776091,117896.965253156,1073.43545716132,477.764375307097,325.816809191553,194.951351949554,0,0,0,152.672630189388,21.9405644675808,178.081076513774,291.387410496612,391.382635208986,338.816889326903,123.377650399829,83.8590555120073,10.4686206598184,109.776127095931,141.178835370466,139.225574004257,140.252369442867,74.9839980725494,7.03779108025048,2.92119522286152,4.22416736382779,8.75887052633596,48.9380458479878,4.42668786624922,35.9904357551003,27.8165540389069,3.76767443122622,492.081077554106,48.7474796614814,369.710247533072,594.532278597175,655.820664397088,1783.21270603826,1505.48832773273,295.188776834407,5.38883011955157,193.621760529838,373.075576012402,415.762098568833,1158.91446130062,977.363569091843,61.6049216310185,14.6729792522336,82.3108227007394,81.2257539984726,79.9267928649207,80.6097051125839,6.14976411688057,60.0945462615666,82.9839708973769,81.4896134539104,81.5030693269623,81.4404267800753,80.8529422992651,79.5437385158811,1348428.92675096,408180.101311136,756892.263498954,96387.3471810248,86969.2147598451,809231.455172032,366251.945201388,259681.258280664,183298.251689979,131017.370267793,183356.56194087,129502.405762838,288880.062592834,218008.280016088,185827.125202182,144043.329965003,113109.054803458,76437.762037368,54579.6082304245,154084.440416064,29272.1215248059,260162.738658529,496729.524840426,144.191345862726,195.830867290573,2.32307144206129,5.21986884063897,420.996508159887,940248.825439824,51.0010822637269,42.4231001147429,44.3408332456081,61.3367677443194,71.103651254312,48.9989177362731,57.5768998852571,55.6591667543919,38.6632322556806,28.896348745688,390.738616354465,0,0,0,0,0,0,0,0,0,0,0
1300931.42326461,246222.33295766,27195.5161289412,7308.24298349432,6051.87926410143,923192.817759424,118156.150299934,1040.07019015114,460.267589259255,335.353910580892,192.026107906971,0,0,0,147.316469934163,14.6770742340702,169.52971493496,283.98764684302,387.916075971683,333.599072108894,117.77157774197,80.8148945429105,6.97265927325832,104.355750171994,137.434979130088,137.811409136265,137.614672302359,71.8063060281905,6.3922181122612,1.91374872974186,3.78576481501827,8.18740136984114,47.1176495307278,3.97826284955386,34.6380506417486,26.7712009462276,3.1600598549306,456.649979063118,28.5141022951814,329.242781051167,545.243803952586,604.822975365317,1703.945902268,1434.95791464868,277.360736220313,2.63343153128083,169.351791637342,344.329522243384,385.917225324453,1115.08737131863,938.002849664208,60.3056188781663,6.67472307422646,82.3929479516413,81.2432719995786,79.9244945667984,80.6138095578293,5.5927052348848,53.8024163042119,83.2240441767665,81.4998201898861,81.5217881349696,81.4593072605779,80.8741080271625,79.5242202284496,1353992.48027274,390608.600221663,778034.17761377,96870.9003653853,88478.8020719168,830477.08136359,384495.981621112,262429.846658828,183551.253083649,132906.798687482,185349.702437302,130141.499814971,286274.340896968,220038.131149582,188153.361610391,144087.411192273,113740.326939813,77328.3525465414,55578.4461409409,155080.247490177,30269.4549471246,279139.029946951,498895.147666819,137.322733215695,187.549985680585,2.04575176162125,4.75932721203049,388.750235410983,963383.880051072,52.3444148868184,14.3944013748804,46.4983945709987,63.3097064757708,72.3605262180027,47.6555851131816,85.6055986251196,53.5016054290013,36.6902935242292,27.6394737819973,361.445662406742,0,0,0,0,0,0,0,0,0,0,0
1318032.61344044,270603.533240033,27614,6886.45569704995,5607.9449176419,916620.14793649,118314.531649225,997.664395212821,444.418814267743,333.44412822788,191.322417949852,0,0,0,142.980700476847,13.7135900907883,163.313458621892,277.680187675071,384.914508669344,329.274129823907,113.23032119521,78.2683041830195,6.51035145252127,100.672228623853,134.250362903492,136.586762608266,135.374481283568,69.148656571076,5.94120645208725,1.29731946627202,3.49879235855661,7.69960650982039,45.4247226647663,3.68172554950044,33.448265848271,25.8503948246955,2.76178188864112,427.027137730375,26.1233956234753,296.602676869308,502.363681000917,561.97376317268,1634.58460788558,1373.59792689739,262.557985508151,2.41461281746414,157.228408867642,318.845671552379,360.579460307252,1076.22874105309,903.327921030787,59.0168496172422,5.96150743937033,80.5325002301076,81.2581914216309,79.9244571190477,80.616559342025,5.1300369519359,47.1986326110025,83.3865077046228,81.5700921437888,81.5372916351473,81.4750023090444,80.889254755433,79.5072919868937,1359450.32569307,392445.515694615,779801.283729283,97133.7816684138,90069.7446007576,832377.087607673,383403.540229324,265393.043869226,183580.503509123,134627.72239078,187203.526269171,130771.885797986,282344.56828322,223484.471523518,190198.624715651,144216.953700065,114557.968962634,78253.3627943074,56374.3595964731,155931.761325648,31271.7649435235,278753.543112807,501047.740616475,132.625334665965,180.386528891952,1.9348140111001,4.36889807975759,368.133572097318,967004.809998454,53.3866048556165,13.6943158533628,47.1117657889088,65.0835309044454,73.4978568071092,46.6133951443835,86.3056841466372,52.8882342110912,34.9164690955546,26.5021431928908,335.910173453884,0,0,0,0,0,0,0,0,0,0,0
1307236.44612287,267233.651183276,27346.9382276131,6509.93012824324,5210.89509581055,909932.434329825,118349.535385714,970.074855585853,428.463189731908,342.614248060089,188.028844412805,0,0,0,139.374590114858,12.8817820120144,158.145622587811,272.252109478633,382.359128023445,325.664371707119,109.437687277617,76.0175872170389,6.111981713355,97.3934159279296,131.519806404278,135.524664830637,133.462539495081,66.7861417768284,5.66861400843262,1.19399888769003,3.24228286444208,7.27726084248166,43.8961416432691,3.41803595948344,32.4092026425658,25.0408629242989,2.55547957574279,402.311311305467,24.1450477986623,271.312377311161,465.356397551185,525.91041036751,1574.21093995634,1320.28069327563,249.966907740653,2.23332716840743,147.894197075223,296.540150234854,339.047051133217,1042.00634167163,872.840911690983,57.7397465851847,5.39123410562592,78.6160558497258,81.2709407253061,79.9253834133892,80.6182900361637,4.73469311076495,40.1355865280551,83.4858020690343,81.6839267413057,81.5500635818615,81.4879223804524,80.8998117430428,79.4931682925515,1364811.0180528,394270.662718417,781580.260300583,97296.672664797,91663.4223690052,834344.170766758,382504.542863056,268317.120511272,183522.507392431,136196.184567627,188960.095033802,131391.777815806,276727.712580739,228822.834964129,191831.321768006,144592.35147544,115415.954660256,79138.2829749809,57057.9015926462,156747.152489126,32212.942544676,278228.035605163,503352.22469542,129.217629864045,174.135575933908,1.80253521625155,4.03810364414678,350.605776029828,970540.355334386,54.1978341893229,13.1294730606724,47.4460905381874,66.6778459661124,74.5279161246868,45.8021658106771,86.8705269393276,52.5539094618126,33.3221540338876,25.4720838753132,313.805065821257,0,0,0,0,0,0,0,0,0,0,0
1324354.55841983,291745.422984644,27748,6163.89686427976,4853.33762471731,903284.571865396,118307.32908079,934.028016508567,414.939506750463,340.174012892462,187.099364041296,0,0,0,136.191691650694,12.143425337286,153.537255041274,267.561224569849,380.233459371614,322.600741018516,106.052971751739,74.030605606577,5.75912666016845,94.4811656208612,129.170144566068,134.614157856966,131.829503010482,64.6856473803942,5.43694187459164,1.10767686446525,3.02887868850322,6.90907576708981,42.5542436004781,3.19836461146735,31.4960108051194,24.3214649393913,2.38368156879881,381.612356992349,22.4749276689217,251.568094357919,433.592824614625,495.454735372812,1521.79035124502,1273.86085929107,239.230700542234,2.08007630906601,140.611321315568,277.187972979266,320.693392828042,1011.96631342137,845.987046035657,56.4743334720852,4.92736411900853,76.6609950999546,81.2816967504078,79.9257930401583,80.6194194694246,4.3944201453712,32.3817177213034,83.5348156225079,81.8286185289997,81.5605012795112,81.4983769429779,80.9076094457412,79.4828403864424,1370080.96213253,396076.375139522,783319.24076932,97537.0273990587,93148.3188246305,836356.950571422,381967.570140939,270813.354936798,183576.025493685,137647.636421587,190685.346223689,132000.24456185,269021.299569124,236615.559755289,192867.065782387,145432.571728855,116089.742919241,79884.2732690952,57763.3631524923,157675.717239933,33009.6289837557,277316.963764833,506002.277004487,125.962694761034,168.649624454581,1.69967409007885,3.75735561481166,335.66737123424,974004.586993009,54.8574811327498,12.6847250453241,47.603207052674,68.1081141151334,75.4542303864236,45.1425188672502,87.3152749546759,52.396792947326,31.8918858848666,24.5457696135764,294.764422621874,0,0,0,0,0,0,0,0,0,0,0
1313433.13634478,288385.595875499,27494.0842857106,5854.31449827706,4532.25648138672,896500.922318541,118160.047171076,911.621179437382,400.352903260028,349.037682316176,183.401934166516,0,0,0,133.360817055443,11.4746896510863,149.398775678431,263.517498604527,378.483448184701,319.95887928698,103.007493565006,72.2652292712727,5.44019629805859,91.875468952953,127.148845484881,133.846108452627,130.436799614546,62.8026417638788,5.23855776155778,1.03410362077136,2.85021965274124,6.59096416125598,41.3920565650901,3.01437584254763,30.6871235665367,23.6762116776108,2.23936223387732,364.205604179854,21.0362867778306,235.979922154305,406.409575669053,469.677910641211,1476.32387405453,1233.40299162531,230.050061848705,1.94786837538243,134.814243081123,260.484773355301,305.023797782884,985.639554565432,822.316243792527,55.2205168643902,4.5429867248521,74.6797593029483,81.2905375526495,79.9249933424066,80.6202085342254,4.09904686756079,23.5929755711732,83.5457928179897,81.9955253239398,81.5689367594737,81.5066259128052,80.9139577303541,79.4765510310697,1375265.61976918,397857.498516527,784996.894639771,97948.8633784353,94462.3632344463,838401.069396724,381838.488267857,272695.712992217,183866.868136651,139007.051855929,192411.226612882,132596.360754674,258795.00957065,247333.636272311,193262.301306555,146841.865767048,116458.414055265,80445.2922107033,58561.7596452254,158785.314538564,33625.9120743174,275747.59130893,509249.303330841,122.784713066083,163.809720597353,1.61646187144004,3.51827306828305,322.899881824746,977408.121252653,55.3799475256999,12.3407747501071,47.6004753756573,69.3910576631831,76.2792162519549,44.6200524743001,87.6592252498929,52.3995246243427,30.6089423368169,23.7207837480451,278.42152785479,0,0,0,0,0,0,0,0,0,0,0
1330562.93573634,313022.645057858,27879,5568.64121786413,4242.45674627634,889774.928647509,117954.264066827,880.817815572089,388.781025280547,346.138760729508,182.291991224428,0,0,0,130.777145601105,10.8259219086851,145.61062674313,259.926364849329,376.969331864721,317.581702789097,100.20522101652,70.6606731845248,5.13186097178801,89.4992896946513,125.356860211323,133.185333012005,129.213164066097,61.07813214582,5.06767875139012,0.970081287670467,2.69961184989668,6.32032931985916,40.3786106684879,2.85941632264997,29.9737883032841,23.0974306773858,2.11697870178903,349.48701606337,19.7621539956039,223.446152622399,383.117611540061,447.879176460684,1437.00010926947,1198.15557334426,222.166919336672,1.83055222432841,130.049483743243,246.069995218456,291.671674477345,962.648619259279,801.472171830048,53.9777246380343,4.21737267697024,72.6812571189246,81.2976355074798,79.9233409044301,80.6207294682829,3.83949945297931,12.0368787972828,83.5261074772515,82.1800670043332,81.5756290974933,81.5128594514343,80.9191833223797,79.4732681748047,1380368.91735019,399610.629394324,786622.592612865,98504.4976162701,95631.1977267364,840492.631677112,381947.906158975,274164.782691359,184379.942826777,140265.65627876,194135.695343007,133182.041576427,241437.702698554,265414.450936589,193192.165602228,148771.068066443,116581.491849465,80839.680968632,59425.9753101276,160048.467766597,34087.2275764092,273234.901351269,513387.691261595,119.664897204037,159.419447974663,1.54530874020456,3.3139543861019,311.943121507481,980758.287955871,55.8000642943737,12.1162829504785,47.4690671259283,70.5732234896132,77.0197284526267,44.1999357056263,87.8837170495215,52.5309328740717,29.4267765103868,22.9802715473733,264.40634180942,0,0,0,0,0,0,0,0,0,0,0
1319514.71891342,309664.182237572,27636.2538067595,5312.83384271031,3981.09310477235,882898.815099081,117657.794629284,863.056044853889,375.339449166311,354.838203988637,178.156628541823,0,0,0,128.955147094264,10.3160419262716,142.946126668374,257.132328696411,375.827247127563,315.711219282278,98.1966473440879,69.5137634469919,4.88836528932226,87.819479161005,123.957018039991,132.674212566262,128.259170070757,59.8384658580495,4.91933324645698,0.912071513231636,2.57154477969326,6.08752572449881,39.4930075914051,2.72794150990579,29.3461860871875,22.573960806256,2.01163738936678,337.078347095313,18.6278703556625,213.432377068006,363.150670622939,429.497418051954,1403.0477178071,1167.30156335756,215.435288057612,1.72600642400248,126.178770019553,233.637167119086,280.339465767083,942.616019997294,783.027336560842,52.7474092574737,3.93666385347856,70.6740464624396,81.3033346919456,79.9211626582808,80.6212698557201,3.61120420210343,10.8690826789516,78.286636776048,82.3799142154431,81.5805506068318,81.5172841051894,80.9239642546535,79.4726393396693,1385395.49196792,401334.120457467,788154.097281036,99222.1681293045,96685.1061001166,842627.746539288,382116.934160623,275396.057558921,185114.754819744,141433.624971168,195907.274229421,133756.349714708,242626.570155727,265000.246079633,192811.509119928,151223.761861938,116475.5413968,81057.5825516027,60376.0424195656,161488.255632556,34419.018596865,269463.019853539,518691.077427496,118.117184331754,155.844906063187,1.48084125353564,3.138171580719,302.593293707578,984061.371510457,55.8907163744878,11.8425484266207,46.9474235333681,71.5417756733754,77.6493612503825,44.1092836255122,88.1574515733793,53.0525764666319,28.4582243266246,22.3506387496175,252.410417021921,0,0,0,0,0,0,0,0,0,0,0
1336652.64673024,334417.017524645,28008,5075.86437559885,3744.67790289027,876097.283428406,117317.803498699,836.59280737025,365.409606350682,351.540734855536,176.901684773836,0,0,0,127.930312300611,9.9774286574802,141.441651089906,255.300002555722,375.128211752848,314.504910943848,97.020207171486,68.842508931448,4.72511993722364,86.8560188332345,123.0189253673,132.33819625915,127.623405256409,59.1041860396858,4.79440337325839,0.86325828222552,2.46617372789861,5.89575649976017,38.7267304115057,2.62020991117752,28.794883576585,22.116935266942,1.924552461987,326.929366468193,17.6999850449739,206.025607736826,346.265775697252,414.279273308784,1373.86733516054,1140.98686834181,209.883571320352,1.64075674597813,123.413600058171,223.071035895887,270.911696611029,925.258825715086,767.188658797843,51.5371633639486,3.69757066657963,68.6744565189158,81.3076539927494,79.9186814504154,80.6214599259519,3.4190248585511,9.92585494802138,72.8603639828221,82.593800698969,81.583310126994,81.5203934630884,80.9285050360182,79.473327855116,1390354.59062994,403027.302650482,789722.556162933,99971.8778946933,97632.8539218287,844784.944012946,382165.406311551,276557.57534756,186061.962353835,142542.343966508,197604.731816522,134318.348569096,243816.186309456,264454.593713767,192433.414990191,153943.478554863,116242.644156341,81198.8200922194,61343.5238742891,162920.153004545,34684.5788119766,264093.067499888,525629.488663045,118.098117443377,153.170189042903,1.42752280555013,2.98802517280573,294.888352284129,987327.287979455,55.6254974505943,11.4678961189924,46.0258523708024,72.2658179284602,78.1548720085775,44.3745025494057,88.5321038810075,53.9741476291976,27.7341820715398,21.8451279914225,242.312175725802,0,0,0,0,0,0,0,0,0,0,0
1325476.43790908,331043.311178289,27774.7056463629,4863.63286328694,3530.3800270221,869139.994842319,116899.118998162,823.042339322084,352.906143101898,360.212460812595,172.290434845997,0,0,0,127.12067867348,9.69720353494187,140.244102054875,253.93311223085,374.620688261673,313.656915654606,96.0780127420126,68.3075736059406,4.59009769905711,86.0891082599075,122.297118434192,132.08587844207,127.141212563015,58.5166984964473,4.69070637418884,0.823335654420265,2.3807432385076,5.74557981664039,38.0613786194523,2.53313760106352,28.305426083742,21.7374696089075,1.85384751570475,318.647963813392,16.9407057255245,200.548327097567,331.955328070361,401.596769096986,1348.68803373876,1119.29912697168,205.320688360509,1.57115650468835,121.444107398452,214.074918349974,263.010722018966,910.154233701443,754.105949245843,50.3472358428593,3.4944924679356,66.6893014047031,81.3103745325936,79.9160179864599,80.6204311123644,3.25854301220638,9.15428383065959,67.2740248499667,82.8197598851662,81.5835342635251,81.5226221098894,80.9325521540748,79.4736157749956,1395255.96737795,404690.216495831,791500.196711182,100555.397477513,98510.1566934261,846911.421225996,381852.989556523,277867.342108911,187191.089560562,143654.329656126,199065.55417094,134869.940373729,244997.347470975,263545.477604796,192471.230136848,156549.321088352,116037.880444273,81408.5018928523,62245.827763274,164075.742661505,34989.8115094347,256744.123169129,534756.073542053,118.087425927951,150.881842636053,1.38263988527822,2.8599470903866,288.561444548806,990565.750882122,55.2509123961728,11.1184936431496,44.9961723489523,72.8835292063526,78.5888968258154,44.7490876038272,88.8815063568504,55.0038276510477,27.1164707936474,21.4111031741846,233.772112903434,0,0,0,0,0,0,0,0,0,0,0
1342620.30006874,355894.923565323,28135,4666.28545200624,3336.14290122944,862273.832508813,116449.115641372,800.163316683812,344.358324658007,356.558871370401,170.919790221289,0,0,0,126.482680863135,9.46552656695931,139.31042900938,252.915522853371,374.270209167614,313.128824717194,95.3408440581007,67.8847521753743,4.47852345897895,85.4905994509275,121.745194216871,131.901480364806,126.78450124501,58.0573518578072,4.60504880752007,0.790676631336891,2.31177425580741,5.63061911639805,37.4865460789645,2.46257023127826,27.8711529170417,21.4367705276584,1.79668255824921,311.896700310416,16.3194060347301,196.484821512178,319.782893240087,390.879986273363,1326.927377541,1101.93729901267,201.576193712472,1.51429223736671,120.036477632193,206.389776919023,256.286684737327,896.990548011662,743.649542629267,49.1776544634318,3.32260365185935,64.7248162027275,81.3115567774312,79.9133261503308,80.6178601764424,3.12531942567857,8.51592499568045,61.5189761617452,83.0552112547904,81.5810319627088,81.5243761793094,80.9358196843814,79.4727693524497,1400102.37279515,406323.898744695,793575.692097222,100866.935025068,99335.8469281662,848984.106353009,380917.147976368,279585.400378538,188481.557998102,144794.367697447,200202.781953234,135412.056745806,246164.213324518,262015.317137648,193296.221164846,158800.728062087,115970.009149708,81761.9272552341,63032.4404422129,164818.243202011,35384.5387512229,247009.127077615,546566.565019607,118.070503120184,148.909361488712,1.34089604386061,2.75054200154951,283.375039149644,993778.474050456,54.7817948555156,10.7985962738958,43.8823152576907,73.4076632146727,78.961814057604,45.2182051444844,89.2014037261042,56.1176847423093,26.5923367853273,21.038185942396,226.482301624247,0,0,0,0,0,0,0,0,0,0,0
1331318.79585394,352494.376199497,27909.6999960241,4489.87659707758,3159.1180001591,855245.741402652,115929.683654554,790.334843928169,332.541429985769,365.355039685882,165.791239600428,0,0,0,125.985739353232,9.27427593882459,138.60273074482,252.129911260041,374.064334639226,312.836573244839,94.7786121977238,67.555764929216,4.3864593025083,85.0358583350545,121.318482090936,131.774587604933,126.524192222042,57.7070788390318,4.53446775695358,0.763961365058774,2.25645163460709,5.54074613188539,36.9978218570035,2.40513752944383,27.4875729149595,21.2020664559779,1.75070778572875,306.396259469202,15.8112254482776,193.396855394524,309.44043870573,381.669136381234,1308.18986454092,1088.16060122332,198.506320846726,1.46782558928276,118.984065406816,199.834322655653,250.456753261981,885.568465869476,735.374314830727,48.0283587031185,3.17779531389712,62.784524537753,81.3115275325003,79.9104675919093,80.6140635984798,3.01416731487892,7.98317911802776,55.5683849345902,83.2740415597313,81.5757183368509,81.5259155214659,80.9383464657213,79.471100847948,1404894.53743822,407930.256380628,795904.332320202,100959.599644627,100100.349092767,851006.770861118,379084.54700146,281986.095797434,189936.128062224,145957.510196478,201059.948737394,135943.784832297,247314.458454979,259594.94066552,195126.796774146,160776.54860644,116018.878479072,82235.0792072679,63722.43098921,165214.733982981,35845.2147544129,230509.538234086,565394.794086116,117.657399282534,147.142071280022,1.30044954567051,2.64621044097847,279.129032627288,996964.281057596,54.2327191310236,10.5109580688555,42.7036319784688,73.8472216020183,79.2821580921939,45.7672808689764,89.4890419311445,57.2963680215312,26.1527783979817,20.7178419078061,220.208502925925,0,0,0,0,0,0,0,0,0,0,0
